"scene_id","sensor","collection","tile_id","year","yday","date","scene_dir"
"HLS.L30.T16TDM.2024183T162806.v2.0","L30","HLSL30.v2.0","T16TDM",2024,183,2024-07-01,"U:/datasets/ndvi_monitor/raw_hls_data/pipeline_test"
"HLS.L30.T13SEA.2013102T173342.v2.0","L30","HLSL30.v2.0","T13SEA",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SEA.2013109T173953.v2.0","L30","HLSL30.v2.0","T13SEA",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SEA.2013118T173340.v2.0","L30","HLSL30.v2.0","T13SEA",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SEB.2013102T173342.v2.0","L30","HLSL30.v2.0","T13SEB",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SEB.2013109T173953.v2.0","L30","HLSL30.v2.0","T13SEB",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SEB.2013118T173340.v2.0","L30","HLSL30.v2.0","T13SEB",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SEC.2013102T173318.v2.0","L30","HLSL30.v2.0","T13SEC",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SEC.2013118T173316.v2.0","L30","HLSL30.v2.0","T13SEC",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SED.2013118T173252.v2.0","L30","HLSL30.v2.0","T13SED",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFA.2013102T173342.v2.0","L30","HLSL30.v2.0","T13SFA",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFA.2013111T172731.v2.0","L30","HLSL30.v2.0","T13SFA",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFA.2013118T173340.v2.0","L30","HLSL30.v2.0","T13SFA",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFB.2013102T173342.v2.0","L30","HLSL30.v2.0","T13SFB",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFB.2013111T172731.v2.0","L30","HLSL30.v2.0","T13SFB",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFC.2013102T173318.v2.0","L30","HLSL30.v2.0","T13SFC",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFC.2013109T173929.v2.0","L30","HLSL30.v2.0","T13SFC",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFC.2013111T172707.v2.0","L30","HLSL30.v2.0","T13SFC",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFC.2013118T173316.v2.0","L30","HLSL30.v2.0","T13SFC",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFD.2013109T173905.v2.0","L30","HLSL30.v2.0","T13SFD",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SFD.2013118T173252.v2.0","L30","HLSL30.v2.0","T13SFD",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGA.2013102T173342.v2.0","L30","HLSL30.v2.0","T13SGA",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGA.2013104T172122.v2.0","L30","HLSL30.v2.0","T13SGA",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGA.2013111T172731.v2.0","L30","HLSL30.v2.0","T13SGA",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGA.2013118T173340.v2.0","L30","HLSL30.v2.0","T13SGA",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGA.2013120T172120.v2.0","L30","HLSL30.v2.0","T13SGA",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGB.2013102T173342.v2.0","L30","HLSL30.v2.0","T13SGB",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGB.2013104T172122.v2.0","L30","HLSL30.v2.0","T13SGB",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGB.2013111T172731.v2.0","L30","HLSL30.v2.0","T13SGB",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGB.2013118T173340.v2.0","L30","HLSL30.v2.0","T13SGB",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGB.2013120T172120.v2.0","L30","HLSL30.v2.0","T13SGB",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGC.2013102T173318.v2.0","L30","HLSL30.v2.0","T13SGC",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGC.2013111T172707.v2.0","L30","HLSL30.v2.0","T13SGC",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGC.2013118T173316.v2.0","L30","HLSL30.v2.0","T13SGC",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGD.2013111T172643.v2.0","L30","HLSL30.v2.0","T13SGD",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13SGD.2013118T173252.v2.0","L30","HLSL30.v2.0","T13SGD",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13TEE.2013109T173905.v2.0","L30","HLSL30.v2.0","T13TEE",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13TEE.2013118T173252.v2.0","L30","HLSL30.v2.0","T13TEE",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13TFE.2013109T173905.v2.0","L30","HLSL30.v2.0","T13TFE",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13TFE.2013118T173252.v2.0","L30","HLSL30.v2.0","T13TFE",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13TGE.2013111T172643.v2.0","L30","HLSL30.v2.0","T13TGE",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13TGE.2013118T173252.v2.0","L30","HLSL30.v2.0","T13TGE",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKF.2013104T172122.v2.0","L30","HLSL30.v2.0","T14SKF",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKF.2013111T172731.v2.0","L30","HLSL30.v2.0","T14SKF",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKF.2013120T172120.v2.0","L30","HLSL30.v2.0","T14SKF",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKG.2013104T172122.v2.0","L30","HLSL30.v2.0","T14SKG",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKG.2013111T172731.v2.0","L30","HLSL30.v2.0","T14SKG",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKG.2013120T172120.v2.0","L30","HLSL30.v2.0","T14SKG",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKH.2013102T173318.v2.0","L30","HLSL30.v2.0","T14SKH",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKH.2013111T172707.v2.0","L30","HLSL30.v2.0","T14SKH",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKH.2013118T173316.v2.0","L30","HLSL30.v2.0","T14SKH",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKH.2013120T172056.v2.0","L30","HLSL30.v2.0","T14SKH",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKJ.2013111T172643.v2.0","L30","HLSL30.v2.0","T14SKJ",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SKJ.2013118T173252.v2.0","L30","HLSL30.v2.0","T14SKJ",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLF.2013104T172122.v2.0","L30","HLSL30.v2.0","T14SLF",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLF.2013111T172731.v2.0","L30","HLSL30.v2.0","T14SLF",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLF.2013120T172120.v2.0","L30","HLSL30.v2.0","T14SLF",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLG.2013104T172122.v2.0","L30","HLSL30.v2.0","T14SLG",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLG.2013111T172731.v2.0","L30","HLSL30.v2.0","T14SLG",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLG.2013120T172120.v2.0","L30","HLSL30.v2.0","T14SLG",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLH.2013111T172707.v2.0","L30","HLSL30.v2.0","T14SLH",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLH.2013120T172056.v2.0","L30","HLSL30.v2.0","T14SLH",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SLJ.2013111T172643.v2.0","L30","HLSL30.v2.0","T14SLJ",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SMF.2013104T172122.v2.0","L30","HLSL30.v2.0","T14SMF",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SMF.2013120T172120.v2.0","L30","HLSL30.v2.0","T14SMF",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SMG.2013104T172122.v2.0","L30","HLSL30.v2.0","T14SMG",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SMH.2013104T172058.v2.0","L30","HLSL30.v2.0","T14SMH",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SMH.2013120T172056.v2.0","L30","HLSL30.v2.0","T14SMH",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SMJ.2013120T172032.v2.0","L30","HLSL30.v2.0","T14SMJ",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14SNJ.2013120T172032.v2.0","L30","HLSL30.v2.0","T14SNJ",2013,120,2013-04-30,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14TKK.2013111T172643.v2.0","L30","HLSL30.v2.0","T14TKK",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14TKK.2013118T173252.v2.0","L30","HLSL30.v2.0","T14TKK",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14TLK.2013104T172034.v2.0","L30","HLSL30.v2.0","T14TLK",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14TLK.2013111T172643.v2.0","L30","HLSL30.v2.0","T14TLK",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T14TMK.2013111T172643.v2.0","L30","HLSL30.v2.0","T14TMK",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_01"
"HLS.L30.T13TEF.2013109T173841.v2.0","L30","HLSL30.v2.0","T13TEF",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TEF.2013118T173252.v2.0","L30","HLSL30.v2.0","T13TEF",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TEG.2013109T173841.v2.0","L30","HLSL30.v2.0","T13TEG",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TEH.2013109T173841.v2.0","L30","HLSL30.v2.0","T13TEH",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TEJ.2013125T173755.v2.0","L30","HLSL30.v2.0","T13TEJ",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TFF.2013109T173841.v2.0","L30","HLSL30.v2.0","T13TFF",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TFF.2013118T173229.v2.0","L30","HLSL30.v2.0","T13TFF",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TFG.2013109T173841.v2.0","L30","HLSL30.v2.0","T13TFG",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TFH.2013109T173841.v2.0","L30","HLSL30.v2.0","T13TFH",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TFJ.2013118T173141.v2.0","L30","HLSL30.v2.0","T13TFJ",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TGF.2013111T172619.v2.0","L30","HLSL30.v2.0","T13TGF",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TGF.2013118T173229.v2.0","L30","HLSL30.v2.0","T13TGF",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TGG.2013109T173841.v2.0","L30","HLSL30.v2.0","T13TGG",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TGG.2013118T173205.v2.0","L30","HLSL30.v2.0","T13TGG",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TGH.2013102T173206.v2.0","L30","HLSL30.v2.0","T13TGH",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TGH.2013109T173841.v2.0","L30","HLSL30.v2.0","T13TGH",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TGJ.2013125T173755.v2.0","L30","HLSL30.v2.0","T13TGJ",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TKL.2013111T172619.v2.0","L30","HLSL30.v2.0","T14TKL",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TKL.2013118T173229.v2.0","L30","HLSL30.v2.0","T14TKL",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TKM.2013109T173841.v2.0","L30","HLSL30.v2.0","T14TKM",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TKM.2013118T173205.v2.0","L30","HLSL30.v2.0","T14TKM",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TLL.2013102T173230.v2.0","L30","HLSL30.v2.0","T14TLL",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TLL.2013104T172010.v2.0","L30","HLSL30.v2.0","T14TLL",2013,104,2013-04-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TLL.2013111T172619.v2.0","L30","HLSL30.v2.0","T14TLL",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TLL.2013118T173229.v2.0","L30","HLSL30.v2.0","T14TLL",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TLM.2013102T173206.v2.0","L30","HLSL30.v2.0","T14TLM",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TLM.2013118T173205.v2.0","L30","HLSL30.v2.0","T14TLM",2013,118,2013-04-28,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TLN.2013102T173206.v2.0","L30","HLSL30.v2.0","T14TLN",2013,102,2013-04-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T14TML.2013111T172619.v2.0","L30","HLSL30.v2.0","T14TML",2013,111,2013-04-21,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_02"
"HLS.L30.T13TEJ.2013132T174413.v2.0","L30","HLSL30.v2.0","T13TEJ",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEK.2013123T174952.v2.0","L30","HLSL30.v2.0","T13TEK",2013,123,2013-05-03,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEK.2013125T173755.v2.0","L30","HLSL30.v2.0","T13TEK",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEK.2013132T174413.v2.0","L30","HLSL30.v2.0","T13TEK",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEL.2013123T174952.v2.0","L30","HLSL30.v2.0","T13TEL",2013,123,2013-05-03,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEL.2013125T173731.v2.0","L30","HLSL30.v2.0","T13TEL",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEM.2013123T174928.v2.0","L30","HLSL30.v2.0","T13TEM",2013,123,2013-05-03,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEM.2013132T174325.v2.0","L30","HLSL30.v2.0","T13TEM",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEN.2013123T174928.v2.0","L30","HLSL30.v2.0","T13TEN",2013,123,2013-05-03,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TEN.2013132T174325.v2.0","L30","HLSL30.v2.0","T13TEN",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFJ.2013125T173755.v2.0","L30","HLSL30.v2.0","T13TFJ",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFJ.2013134T173153.v2.0","L30","HLSL30.v2.0","T13TFJ",2013,134,2013-05-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFK.2013125T173755.v2.0","L30","HLSL30.v2.0","T13TFK",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFK.2013132T174349.v2.0","L30","HLSL30.v2.0","T13TFK",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFK.2013134T173153.v2.0","L30","HLSL30.v2.0","T13TFK",2013,134,2013-05-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFL.2013125T173731.v2.0","L30","HLSL30.v2.0","T13TFL",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFL.2013132T174349.v2.0","L30","HLSL30.v2.0","T13TFL",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFM.2013109T173706.v2.0","L30","HLSL30.v2.0","T13TFM",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFM.2013125T173707.v2.0","L30","HLSL30.v2.0","T13TFM",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFM.2013132T174325.v2.0","L30","HLSL30.v2.0","T13TFM",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFN.2013109T173706.v2.0","L30","HLSL30.v2.0","T13TFN",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TFN.2013123T174928.v2.0","L30","HLSL30.v2.0","T13TFN",2013,123,2013-05-03,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGJ.2013134T173153.v2.0","L30","HLSL30.v2.0","T13TGJ",2013,134,2013-05-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGK.2013125T173755.v2.0","L30","HLSL30.v2.0","T13TGK",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGK.2013134T173153.v2.0","L30","HLSL30.v2.0","T13TGK",2013,134,2013-05-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGL.2013109T173730.v2.0","L30","HLSL30.v2.0","T13TGL",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGL.2013125T173731.v2.0","L30","HLSL30.v2.0","T13TGL",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGL.2013134T173129.v2.0","L30","HLSL30.v2.0","T13TGL",2013,134,2013-05-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGM.2013109T173706.v2.0","L30","HLSL30.v2.0","T13TGM",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGM.2013125T173707.v2.0","L30","HLSL30.v2.0","T13TGM",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGM.2013132T174325.v2.0","L30","HLSL30.v2.0","T13TGM",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGM.2013134T173105.v2.0","L30","HLSL30.v2.0","T13TGM",2013,134,2013-05-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGN.2013109T173706.v2.0","L30","HLSL30.v2.0","T13TGN",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGN.2013125T173707.v2.0","L30","HLSL30.v2.0","T13TGN",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGN.2013132T174325.v2.0","L30","HLSL30.v2.0","T13TGN",2013,132,2013-05-12,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T13TGN.2013134T173105.v2.0","L30","HLSL30.v2.0","T13TGN",2013,134,2013-05-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T14TLP.2013134T173153.v2.0","L30","HLSL30.v2.0","T14TLP",2013,134,2013-05-14,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T14TLQ.2013109T173754.v2.0","L30","HLSL30.v2.0","T14TLQ",2013,109,2013-04-19,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
"HLS.L30.T14TLQ.2013125T173755.v2.0","L30","HLSL30.v2.0","T14TLQ",2013,125,2013-05-05,"U:/datasets/ndvi_monitor/raw_hls_data/year_2013/midwest_01_03"
